UUID,7_OpenEnd,7_A,7_B,7_B1,7_B2,7_B3,7_B4,7_B5,7_B6,7_B7,7_C,7_C1,7_C2,7_C3,7_D,7_E
4935246b-e36f-4a3d-9c58-9a1ba5babd5d,The powerful usurpers of Afghanistan have disappeared ,,1,,,1,,,,1,,,,,,
4964d134-81d2-46d9-96ba-e64956d7710c,He should pay attention to the education of the girls ,,,,,,,,,,1,1,1,,,
4a0930f2-0b5b-43e4-9944-7415f28f2239,Islam ,,1,,,,,1,,,,,,,,
4a7be9af-6594-43bb-b4bd-0002bc44a2d9,It's good to miss music and concerts. I want the government to be inclusive ,,,,,,,,,,1,,,1,,
4a9256ff-fccf-42dd-9e96-cb1f305518a7,Security ,,1,,1,,,,,,,,,,,
4ae91398-13c3-4355-8d18-266b206a7ec8,Good security controls ,,1,,1,,,,,,,,,,,
4b9e838d-5f5b-4f9b-906d-8e6d25f94bd0,The Shari'a must change its actions ,,,,,,,,,,1,,,1,,
4be1b5ee-4d2e-4e9d-8e6e-939091bf2cb2,Maintaining security Stealing justice: Women must be protected ,,1,,1,,,,1,,1,,1,,,
4bf2246b-3364-4442-b49b-a67779b4a2e4,We want to focus on human independence ,,,,,,,,,,1,,,1,,
4c395700-6678-4ac4-8908-1569d8ec539e,The Taliban should pay attention to the education of girls and also open girls' schools for girls and announce inclusive government. ,,,,,,,,,,1,1,1,1,,
4c5db845-f9bb-4775-bf9b-6432422e2eb4,Good security and lasting peace Good economy ,,1,,1,,1,,,,,,,,,
4c7d92fe-8300-4cce-a732-883f91fbddeb,"Peace, tranquility and prosperity to Afghanistan ",,1,,1,,1,,,,,,,,,
4c9be2a7-8324-44e7-9034-3a3ddd0adacf,"Security is a little better, but they have to be open to each other. Hara girls' schools should be open. ",,1,,1,,,,,,1,1,1,,,
4ca71c10-3eb3-4827-ad9b-ce5ce1ff9e46,security ,,1,,1,,,,,,,,,,,
4cb22c65-3138-4776-9c1d-bfb1f2a47aa1,Girls should be given the right to education ,,,,,,,,,,1,1,1,,,
4cd74138-f42b-4fb5-a744-eb282052324e,Good security ,,1,,1,,,,,,,,,,,
4cf9adc7-7f73-4ed5-897a-79aaf58a832f,nothing ,1,,,,,,,,,,,,,,
4d2db69b-4d1b-4a2f-82fd-78af99c57b23,Islam ,,1,,,,,1,,,,,,,,
4d8ff4d5-accd-48cd-986a-21701ca7db01,They have not done anything new. Only corruption has been reduced and security has improved. People need to find jobs and train professional police ,1,1,,1,1,,,,,1,,,1,,
4d915d3b-812f-427f-b7db-60b6a2722eec,I am very pleased with the Taliban because they brought security. The constitution is the law of Islam ,,1,,1,,,1,1,,,,,,,
4da3e862-2f24-494a-8395-46bf5444dc6f,Many things ,,1,1,,,,,,1,,,,,,
4db6aab3-d19e-44eb-98a1-e739859cf419,All those who have been eliminated from prejudice obey their bosses well. Unprofessional people can be removed from their ranks and serious change is needed in the field of education. ,,1,,,,,,1,1,1,1,,,,
4dcb20cb-a6c5-4807-87b6-ec71805fa20d,Submit to the universal government and implement the laws of the international community on human rights and freedoms under the laws of the Islamic society. ,,,,,,,,,,1,,,1,1,
4e3f6404-6125-4ead-bb43-988d74e18f78,None ,1,,,,,,,,,,,,,,
4e9d9e07-ab2f-4fc9-9a24-35a827c5c80f,"At present, the Taliban are using force and coercion against the people ",1,,,,,,,,,,,,,,
4eb112de-8e1b-463d-b641-1ce5c6e2321c,Security ,,1,,1,,,,,,,,,,,
4eb8ec5c-bc9d-4e6b-81ae-eeddb895546f,The Islamic Emirate must open a girls' school ,,,,,,,,,,1,1,1,,,
4ece6374-3811-4ce1-b236-b1ffd96361c1,Girls' schools allow children from all ethnic groups to be appointed ,,,,,,,,,,1,1,1,1,,
4ed7ff03-386c-482c-bf78-b6f0f88d9307,Good security ,,1,,1,,,,,,,,,,,
4ee170dd-4c9f-4feb-84a7-79eb2fcbab99,"Creates security Two If Afghanistan's resources are liberated, the people will be free from poverty ",,1,,1,,1,,,,,,,,,
4ee647ec-9f9d-4e71-ae7f-af5c616cd8f2,The human rights of the people in this geography must be considered by international standards and be believed in all global obligations. ,,,,,,,,,,1,,,1,1,
4f51a7de-1bd7-476d-839a-5e387f48288c,"Transparency in the office system, stopping coercion or bullying, protection of people's lives and property are finally possible. If I do not want to change anything, I can say that I criticize the intelligence system because they have the right to have information about each individual in a society, but in no way should they give ‌‌ (irresponsible) information to another person, even to a spouse or ....... ",,1,,1,1,,,1,,1,,,1,,
4f7e1e32-6ccd-4ae6-8afe-323c45dd5b07,I think the Taliban are doing a very good job of maintaining security ,,1,,1,,,,,,,,,,,
4fb16054-9c29-4f74-b19b-3f37035eb46c,"Peace must come, Sharia must be obeyed ",,1,,1,,,1,,,1,,,1,,
4fc290d2-a27e-4be5-93fb-5e98717661e2,We want to free Mir Mano and free the blood of ten girls from the Taliban. ,1,,,,,,,,,1,,,1,,1
4fc8f293-9d7a-4c35-a386-2ac7f7a1809d,Do all the good work ,,1,1,,,,,,,,,,,,
50063f39-784c-40f4-b438-ef2e7fbe21fc,All ,,1,1,,,,,,,,,,,,
501dd110-93a7-4fc3-8744-cbe8226d2ee0,Enforcing the law and preventing war is the best policy. ,,1,,1,,,,1,,,,,,,
504b4c82-74f6-4e53-9a73-70e04bb0ee28,"It has the right security. And if it does check the free rate, it will be fine. ",,1,,1,,,,,,1,,,1,,
505368dd-9e45-470b-859c-a673459e78d3,We want the Taliban to bring us peace and freedom ,,,,,,,,,,1,,,1,,
5105019a-49bc-4b75-967e-fb959a7b61ab,eveyrithing ,,1,1,,,,,,,,,,,,
5105a2c2-d186-419b-8c3a-e0bcfd28d7f2,The Taliban are doing their best ,,1,1,,,,,,,,,,,,
5134ee7d-bf14-4676-a08a-9d12682a631d,We hope the Taliban government will open schools as soon as possible and create jobs for the people and increase development work. ,,,,,,,,,,1,1,,1,,
517617e2-6689-4e97-bd74-5858c405f15a,Be human ,,,,,,,,,,1,,,1,,
518bf64b-adbc-4bc1-9e60-7cdac36a1bef,"In terms of personal security, it means (kidnapping-murder-theft ...) much less, and this is a positive point, and to change something is to allow women in government like the previous government. ",,1,,1,,,,1,,1,,1,,,
519644d0-7625-4fa1-9035-d7c20395b6cf,"Security is good, bribery is a zero-sum game, girls' schools need to be reopened ",1,1,,1,1,,,,,1,1,1,,,
519af235-6d2c-432c-8c06-92241b0c339e,Be gentle with people ,,,,,,,,,,1,,,1,,
5264f02d-5371-4638-ab93-5bc401b038cd,It must create an inclusive government ,,,,,,,,,,1,,,1,,
52bb96a4-bb42-4172-9764-f149de089c37,Give birth to literate youth in the system ,,,,,,,,,,1,1,,,,
52cec35c-5145-4d17-a098-72ddb8a69332,He should not use force and oppression and should not work in people's personalities ,,,,,,,,,,1,,,1,,
530f5f3f-913c-445e-a325-c83b81bc16f2,The destruction of America ,,1,,,,,,,1,,,,,1,
5320918d-62a9-4a64-a563-f6f2bf7cb83f,They worship ethnocentrism ,,,,,,,,,,,,,,,1
53589b0f-ccae-475f-8017-9c430d1c164c,"Security is good, but more attention should be paid to education, especially for girls. ",,1,,1,,,,,,1,1,1,,,
538ab31e-6a4e-4dae-baa7-767b1b58ce27,Helping the poor head ,,,,,,,,,,,,,,,1
53b2a788-05eb-472a-b62a-efdbe6da2387,They are in accordance with the law of God and try not to turn away from God ,,1,,,,,1,1,,,,,,,
53d7f550-baec-4419-8bf9-196b3d8f3ffc,All-inclusive government must be formed in the current government ,,,,,,,,,,1,,,1,,
53f9bf9d-2482-4ef4-990b-15ce83866b67,Properly Islamic system ,,1,,,,,1,,,,,,,,
544fd29f-0cc4-4941-ac07-98df2aba5d1a,Creating more security and we want to open schools for girls ,,1,,1,,,,,,1,1,1,,,
546616a1-5208-41f2-904d-b8ea0d45a5c7,No work to restart schools and restart foreign companies in Afghanistan ,1,,,,,,,,,1,1,,1,1,
548d47a9-59b4-45c2-907e-b45ca84ae95a,"The Taliban can provide security for the entire country, lead the judiciary and the judiciary well, but not only in the recruitment of human resources, but also in the employment of professionals. ",,1,,1,,1,,1,,,,,,,
551d6971-c86d-4664-b150-1584a76b2c5b,Ethics ,,1,,,,,,,1,,,,,,
5546208d-805e-4d14-8e9e-2c523339d489,Bribery control ,,1,,,1,,,,,,,,,,
559c7248-07c1-47b2-aaad-f569edc870b2,He has not done anything. He still does not have any feeling towards the people at all. What is the situation of the nation? The only thing is to change the security of the people's business from poverty and misery. ,1,,,,,,,,,,,,,,
559ed456-80c1-40f5-bf0e-e4292bb55979,Security ,,1,,1,,,,,,,,,,,
5636ee1c-ca05-4693-9691-027ebffb0f66,"Bringing Sharia, eradicating corruption, the right will reach the rightful owner and Ashraf Ghani's government was the whole issue ",,1,,,1,,1,,,,,,,,
5665ceb9-c14c-4172-8e21-7b8bdfef21a0,"Of course, it is my personal opinion .. The works that I like and I support. 1 Exodus of infidels from Afghanistan. 2 The escape of force seems to be the killers of usurpers. 3 Prohibiting women from working in offices. Banning concerts Singing was like the secretary of prostitution and in local parties",,1,,1,,,1,1,1,,,,,,
56bc24fe-f0bc-453d-b037-8f656a327bd9,Security ,,1,,1,,,,,,,,,,,
56e76d06-9df5-4b29-bcb1-47059868af80,"The government is inclusive of creating freedom for all, creating work for all, and leaving work for its end ",,1,,,,,,1,1,,,,,,
56f2ee1c-ec51-4d3a-b1fe-9e227761563e,Security is good but they should change thier for for girls education ,,1,,1,,,,,,1,1,1,,,
573758a4-7972-4b25-b65d-a2a0c166a492,Of education and industry ,,1,,,,1,,,1,,,,,,
573c80bc-ac3d-45a0-8698-af09f287d1ca,Casualties ,,,,,,,,,,,,,,,1
575dfff6-533e-4ade-b288-a3314ea2f8f3,Economic Growth ,,1,,,,1,,,,,,,,,
5787ea91-26a2-4213-a292-116516ab27f5,Security is good ,,1,,1,,,,,,,,,,,
578b2b9d-c125-44b0-a6e7-ba159f12a146,Corruption has spread to Islam ,1,,,,,,,,,,,,,,
579a324a-11bf-4f01-a1ae-5e88f2003691,Freed the road ,,,,,,,,,,,,,,,1
57f06ccb-8af8-453d-a9c1-ffd372c9206c,"Step 1: The Ministry of Education is expected to pay more attention to the education of girls and boys. The second step is to expand their relations with the world. Step # 3- Discovering Your Purpose There is no such thing as an ""official"" pajama.",,,,,,,,,,1,1,1,1,1,
582776d3-915e-47eb-a583-c2ba8994e44e,Employ people to open schools for all Afghans ,,,,,,,,,,1,1,1,1,,
582d68f2-4a6c-48df-a10d-30b31e0046ba,"The Taliban are good at bringing peace. Thankfully, peace has come to all of Afghanistan. This is a very good thing and they are committed to it. What they need to change is that the national flag, the national anthem and national figures must be respected and allowed to be used so that more people can support it. کړی Provide job opportunities to the youth. ۳ Girls should be allowed to study. Hand over the work to the staff. ۵ They supervise the transfer of work to former employees .... and so on",,1,,1,,,,,,1,1,1,1,,
585fbd98-e51c-4fee-84fe-f2696b9c1788,Anything to betray ,,,,,,,,,,,,,,,1
595e7c83-6698-41e9-9c52-ca5e3286d1ed,Government ,,1,,,,,,1,,,,,,,
5971349a-e4bc-4024-8898-197d404ba7ab,"Everything is great, we are satisfied with the government, we have physical and psychological security ",,1,1,1,,,,1,,,,,,,
59bae884-b7be-468d-bf66-8de6bf54f110,"There has been no theft so far, and if there is, the Taliban have caught it soon and it has not been killed. People are not good economically, but security is good. ",,1,,1,,,,1,,1,,,1,,
59dcfa08-905d-4b16-834e-7b1e1faec9cc,The Taliban are not governors and politicians. Let an elected and republican government prevail. ,1,,,,,,,,,1,,,1,,
59f62925-7156-4352-a0e3-da3537f200bb,Has brought an Islamic military to Afghanistan ,,1,,1,,,1,1,,,,,,,
5a22b85f-4c11-4be9-b566-3c54511b4e14,Economy ,,1,,,,1,,,,,,,,,
5afc3468-8934-4e0c-beb0-c4720ab83d95,It is an Islamic system and a law has been enacted to some extent ,,1,,,,,1,1,,,,,,,
5b3dd1c9-fc91-4f8d-9a40-6f3a6a666fed,Theft has decreased ,,1,,1,,,,1,,,,,,,
5b6b7096-2ca1-4432-b1fe-a2e06530a577,It does not do anything special and must be changed so that it does not work for the people and the people do not suffer. ,1,,,,,,,,,1,,,1,,
5bc42a85-b821-4155-8a1f-1a6a5812668f,Help ,,,,,,,,,,,,,,,1
5bcc2a22-e3be-4518-8342-dea86dd5e1de,Islamic law of heads of government should not be entirely Pashtun ,1,1,,,,,1,,,1,,,1,,
5bf3a16e-cead-47dd-8aec-18c73b3bfa47,"In the fight against thieves, thieves and in the fight against corruption were excellent. They were also good in civil works. ",,1,,1,1,,,1,,,,,,,
5c7221d3-8e74-4c2c-8e8f-54c327789038,Security and peace ,,1,,1,,,,,,,,,,,
5cf6bc4d-a4e4-4d08-91db-c85f01ec0f7c,Nothing ,1,,,,,,,,,,,,,,
5d2a3712-75aa-4a79-85d0-3129f9a8e9b6,There is nothing that they consider an alternative to the republic. The sacred religion of Islam was strong before them. They should give rights to all nations. ,1,,,,,,,,,1,,,1,,
5d3e6c27-0af4-4bb8-afa5-f52f91c60301,Security ,,1,,1,,,,,,,,,,,
5d4881c5-17c3-450d-875c-d83a1e4e49fb,Implementing the Islamic system ,,1,,,,,1,1,,,,,,,
5d5579cf-641c-4037-9f4b-e8a59fca4229,An inclusive government must be formed ,,,,,,,,,,1,,,1,,
5da6e08e-e5c7-4eb7-aba4-3a03d8c90fd2,Do all the work ,,1,1,,,,,,,,,,,,
5e278d4f-aef9-48e5-86d7-277cc6c5c35e,The Taliban are very good at providing security and preventing corruption. But there must be a change in education. ,,1,,1,1,,,,,1,1,,,,
5e8caf96-c4e3-4efe-8004-d6bffbd4f1ab,The Taliban can provide good security for Afghanistan and work on infrastructure for mines ,,1,,1,,,,,1,,,,,,
5f1da9cf-b719-4546-84b6-b737b592f0a7,No work ,1,,,,,,,,,,,,,,
5fffa1ba-1d54-4266-81c1-73822abf3521,The Taliban are doing an Islamic government in Afghanistan and doing good and reliable things. ,,1,,,,,1,1,,,,,,,
601e0c2a-075d-4a4b-960a-450a1cceeaab,"Security is good now. And the Taliban should not coerce government officials, the Taliban should not appoint any more low-ranking officials. And to do well with the people and the nation ",,1,,1,,,,,,1,,,1,,
6090c38f-3718-4714-8c0e-76c521eea8f3,Ending the war and mastering the Afghan economy ,,1,,1,,1,,,,,,,,,
61147cb4-3fed-4de9-8541-7aa0911d11d6,Establish security ,,1,,1,,,,,,,,,,,
614612bb-a7c4-45cd-a7bb-e6ad76d484c8,"First of all, I would say that there is no violence in the Taliban, that everyone is given equal rights, that they are standing their ground, and that it is a good thing that those who have drank the blood of the Afghan people in the name of this leader are doing well. It's a good thing about security. It's all one voice. ",,1,,1,,,,1,1,,,,,,
615cf449-6195-41fe-aa15-fad3849b99dc,sex ,,,,,,,,,,,,,,,1
61b450bb-ef64-4566-afc6-365edef516dd,We want all of Afghanistan to wear hijab and teach and wear the hijab of women ,,1,,,,,1,1,,,,,,,
61eacb0a-5bf2-44c1-b65e-65ce2a358832,Government ,,1,,,,,,1,,,,,,,
6207e972-89db-4436-a4b5-3294fdf32628,No work ,1,,,,,,,,,,,,,,
620ca04e-e248-4f65-85e9-0224a4d8652c,"Better than previous governments in preventing corruption; But more clarity is needed. Foreign relations, internal legitimacy, strong economic projects and other development work must be done ",,1,,,1,,,,,1,,,1,1,
6244eb62-b6a9-4fd5-91b8-a45519788ace,Security is good but they do not care much about education and still have to focus on creating jobs for Afghans ,,1,,1,,,,,,1,1,,1,,
624d2500-9728-40bc-a4f0-017133b48500,Implement the Islamic system well ,,1,,,,,1,1,,,,,,,
627e1cc3-d00d-45d9-bc09-05f54afbcc8c,The Taliban have succeeded in bringing security! But it has not yet proved itself economically ,1,1,,1,,,,,,1,,,1,,
62942bcd-13a7-4d36-8c5b-3d97457baa5c,Education for girls and job opportunities for youth ,,1,,,,1,,,1,,,,,,
629f6afb-e99b-4e08-8a1e-72b542a91cb0,Girls' schools should be activated in the sixth grade. Higher education is required for men and women ,,,,,,,,,,1,1,1,,,
62ae1f52-bb31-47ba-992e-91b021e32eee,"In my opinion, it is a good and sincere procedure with people ",,1,,,,,,1,,,,,,,
62ca0d98-d612-47c6-b2b4-5146ac6df180,Take care of everything ,,1,1,,,,,,,,,,,,1
6321d465-c0e1-41e5-a036-45bbe370ceb3,The Taliban can keep everything safe ,,1,,1,,,,,,,,,,,
637787f4-93c7-4cf9-b35f-41e21790d791,Government and administration ,,1,,,,,,1,,,,,,,
63e9e550-f863-4ae1-8f21-86c8b860cad3,Security ,,1,,1,,,,,,,,,,,
642f58a0-5b87-46ad-83a8-d9a94a7b2ab8,They reduced the bureaucratic process and this is good for our people ,,1,,,,,,1,1,,,,,,
646d744b-a681-4d2d-8140-d7b143440e9b,All-inclusive Emirati system and interact with the world and our demand from the world is to recognize the Islamic system! ,,1,,,,,1,,,1,,,1,1,
649db227-db73-4fbe-ada5-9338b5906ea0,A lot of work ,,,,,,,,,,,,,,,1
650193ca-e125-440b-9c1d-107307ae82da,They do everything according to the Sharia law ,,1,,,,,1,1,,,,,,,
65a022dc-c0f5-406c-bec5-f70e9419e7a4,do not know but if united state let taliban to make our country better they can cause in system you can not find any Corruption ,,1,,,1,,,,,,,,,1,
65c794e9-4d5b-4f93-8a4d-314062136bff,"Whatever benefits the Afghans, they do it well ",,1,1,,,,,,,,,,,,
667da804-d4ab-4ac9-af7f-d8565595f5ec,They should completely stop keeping the alley clean in the people ,,,,,,,,,,1,,,1,,1
6681284d-690d-4668-975f-212694d228c7,Peace ,,1,,1,,,,,,,,,,,
668c6ce2-c64b-4ec8-8512-336ecf5927af,Create jobs and work ,,1,,,,1,,,,,,,,,
66a9c7b0-9a38-49fe-ae36-0ba1ef3dcd39,Security ,,1,,1,,,,,,,,,,,
66d14f52-3e1e-42b8-971a-282e4c33e619,"The first is the Islamic system. Our Afghans are the first to maintain the Islamic system and the Taliban should not allow anyone to interfere in the internal affairs of the country this time. We want to make more sacrifices. We want to have an independent, free, secure economic country and what the Taliban need to change is to change the rights of all people. Don't object. Thank you. ",,1,,,,,1,1,,1,,1,1,1,
6736c758-a9f9-4b85-8cc9-69c69a34edad,The only good thing they do is extract Afghanistan reserves and use them in development projects ,,1,,,,1,,1,1,,,,,,1
673f018a-05e7-4fcf-ab6a-9aaa7c17e3d6,The Taliban must win the old age of the people ,,,,,,,,,,1,,,1,,
67769f03-75b2-478a-bd05-084ce28e077e,Delivering the work to the staff ,,1,,,,,,,1,,,,,,
68257cec-de7e-420e-a7eb-1c134d69d0e0,"Schools should be free, freedom of expression should not be discriminated against ",,,,,,,,,,1,1,,1,,
682c84ac-b7c4-4d0f-b204-c9a91539e892,The Sharia system must be properly implemented ,,,,,,,,,,1,,,1,,
6841499d-5ead-4af8-8299-4c13bcf9ae1e,"Global security is a positive aspect of the Taliban, which has been successful so far. Corruption has been reduced to zero. Done ",,1,,1,1,,,,,,,,,,
6845e228-a01f-42ea-9872-bc4632658167,Security ,,1,,1,,,,,,,,,,,
68682ac8-67b7-46be-92f6-05a5e4b22795,The government must be inclusive and fight corruption ,,,,,,,,,,1,,,1,,
68ceed79-291f-42a4-89b0-fb6a03a1065c,Security ,,1,,1,,,,,,,,,,,
68ec866e-b335-4d97-8259-3cf91e90ef9c,The Taliban have not done anything well. I am not happy about what they are doing. The economy is deteriorating. Education is dwindling. ,1,,,,,,,,,,,,,,
690d4e80-c794-4fb8-a35a-d5805c0a0e6f,"Islamic law gently, God willing ",,1,,,,,1,1,,,,,,,
69147902-79d4-4a0b-8c63-b726de58c338,Excess and excess ,,,,,,,,,,,,,,,1
691c2910-b6f4-419d-97fe-ec7095d4360a,The Taliban are honestly stealing their jobs. Aren't they neglecting their duty? All the people want is to provide jobs. ,1,,,,,,,,,1,,,1,,
69254087-55c3-4c00-a12a-114fc780b895,Our economy is very weak ,1,,,,,,,,,,,,,,
696a38df-4832-45be-94be-1ef3fca7ad7f,"I am 40 years old, but since I grew up, I have never run a party or any good politician who has served the poor country and people. I hate everyone.",1,,,,,,,,,,,,,,
697f03d4-00ec-4a21-a492-6e784f358442,"In my opinion, the Taliban have done good things in terms of security so far, they have taken away the personal security of every citizen, but in the case of good governance, ",,1,,1,,,,1,,,,,,,
69b5aadc-357a-4fde-b418-df21b51ffcc5,To help a poor person ,,,,,,,,,,,,,,,1
69c1c5c9-aa25-4bdc-9225-a7f7f6fdace8,The Taliban must change the government and those who are educated should be given a place in the government and good governance should not be taken into consideration. ,,,,,,,,,,1,,,1,,
6a138b41-daea-4d6c-8fad-12a8de9714b7,nothing ,1,,,,,,,,,,,,,,
6a35148c-29d6-43f5-8a01-15a253a3aa88,Security of the economy ,,1,,1,,1,,,,,,,,,
6a694e61-e28d-4c5a-b4f1-40ddea401c91,"An Islamic state is an Islamic system, but they also worship language ",,1,,,,,1,,,,,,,,
6ac260a5-6705-4435-851a-c24ab2048291,Security ,,1,,1,,,,,,,,,,,
6afa3c12-86e4-4335-80e5-68e30a2d2200,"If the decision is in Afghanistan's interest, the Taliban will pursue it ",,1,,,,,,,1,,,,,,
6b05828d-cf14-4c6c-9161-0990791cd608,None of it has done well so far ,1,,,,,,,,,,,,,,
6b891ccd-5cdd-4636-804c-8001026b7f4d,"Security, honesty in speech, resistance to neighboring countries ",,1,,1,,,,,1,,,,,1,
6b979566-7759-4158-9943-344014bbb2e8,"Collecting revenue, bribery, corruption ",,1,,,1,1,,1,,,,,,,
6bbb101f-286c-4417-bfec-aa0414ef8d9d,Which I do not have an opinion ,,,,,,,,,,,,,,,1
6bc7bdcf-8d59-4eee-b382-e15c2b9379f5,I think it is a good thing for them to lose the kidnapping of thieves ,,1,,1,,,,,,,,,,,1
6bfba10e-ed95-4ad5-a53f-fa751113a2eb,Create good security ,,1,,1,,,,,,,,,,,
6c0bec3c-ad56-4c60-a7db-8bf5153d52db,Determining security is good for girls to go to school ,,1,,1,,,,,1,,,,,,
6c53c83e-f6fa-4a23-b1e0-6a1e0efa9370,The Taliban had secured the security and the bloodthirsty fugitives had thrown the brother into the brother ,,1,,1,,,,1,,,,,,,
6c594733-aef0-4072-9a21-4f9a9818debe,Lots of good work and infrastructure ,,1,,,,1,,,1,,,,,,
6cb929ed-50c8-4389-9ba2-f3e2745a512d,Form an all-inclusive government ,,,,,,,,,,1,,,1,,
6cf57e50-48aa-4cef-9acb-ceac7b793fe8,sex ,,,,,,,,,,,,,,,1
6d1d42b7-3193-4c9f-af6f-2d380338b17c,It does good in the work of religion ,,1,,,,,1,,,,,,,,
6d38cb08-14cd-4b68-be94-e5fc7bddc5da,Practicing Islamic Law All our interests in protecting Islamic law are secure ,,1,,,,,1,1,,,,,,,
6da1f7d5-b701-4ff0-90e0-d50f018018b0,the freedom ,,1,,,,,,1,,,,,,,
6dd20eb2-916e-444c-aad1-2309fb6a6236,Religion ,,1,,,,,1,,,,,,,,
6e2af3b4-0422-4c4f-94e3-d1b19487fd9e,"From the security point of view, there is no shortage, only to prepare the workload for the suffering people of the country ",,,,,,,,,,1,1,1,1,,
6e596805-8beb-462c-95ac-e0c252d264bc,The Taliban must rely on an all-inclusive government. The Loya Jirga must convene. وی ,,,,,,,,,,1,,,1,,
6e81368e-851b-4d1b-ad03-0fcbf8a9d0ba,Security and cleanliness ,,1,,1,,,,,1,,,,,,
6f4d700a-d4fa-4e5c-b61d-e53bee646b0d,"Since the Taliban entered Afghanistan, there have been many changes in our city (Jawzjan) and no restrictions, threats or abuse of anyone. The Taliban are trying to build infrastructure, but because they do not have enough funds, they can not pay more attention. Thanks ",,1,,1,1,1,,1,1,,,,,,
6f57af15-dcef-4b66-a17c-93290fed2a33,"We call on the Islamic State to be transparent in government and non-government offices, and we call on the current government to determine the skills of individuals in government offices. We only call for a government in which the dignity of every Afghan is preserved and the privacy of every Afghan is respected. We do not see anything in the current government ",1,,,,,,,,,1,,,1,,
6f68c2cc-4c57-4e2a-8d80-e78ff63362f6,"Security is a little good, not theft ",,1,,1,,,,,,,,,,,
6f7b468d-d931-4bd5-91ae-827ae59be70d,Security ,,1,,1,,,,,,,,,,,
6f8be81c-569e-4c68-a4fc-879ac11496d1,"The Taliban do not yet understand the tricks of domestic and international politics. So far, they have done nothing to meet the standards of modern world civilization. I think the point of change is that the Taliban should soften their social policy, form a constitutional jirga, announce social plans, remove restrictions on general education, declare a national government and be on all sides. The right to participate can be granted. ",1,,,,,,,,,1,1,1,1,1,
6fdbbf12-10ed-4f07-820e-490010244e8c,Security ,,1,,1,,,,,,,,,,,
6fefb082-6055-4bbe-934b-74ca5349c1ec,None ,1,,,,,,,,,,,,,,
700d2c5b-b727-40cd-8775-0460a0d143a1,"The Taliban can get security right, and if I want to change something, I want the government to be inclusive ",,1,,1,,,,,,1,,,1,,
705d93b5-c93c-46be-8a18-e5a473e42275,Security ,,1,,1,,,,,,,,,,,
709122a7-f1e4-49d6-97a0-3c0e1c5bf3a8,"When the Taliban took over Afghanistan, all people became unemployed ",1,,,,,,,,,,,,,,
70adfb98-5018-45d6-8a33-77b821ebd487,Security issues should allow girls to go to school and put specialists in a coma ,,1,,1,,,,,,1,1,1,1,,
70de6b06-4bab-49f6-876b-0901cb983176,The religion of Islam is the promotion of peace ,,1,,1,,,1,,,,,,,,
70fb5b48-4aea-4a5c-897d-c36d1691779b,Recognition ,,,,,,,,,,,,,,,1
711656b6-ba7b-413e-ad1a-bcd88d30ef8c,Why a good government can bring peace if you have to be careful ,,1,,1,,,,,1,,,,,,
7134ab8c-ea03-43e4-b035-bcc13a9f3450,Self-sufficiency is not enough and every card has to go through health exams and recognize itself in the world. ,,1,,,,,,,1,,,,,,1
713d9c80-cd2e-497f-86fb-dc0a007b89a6,"It must involve all Afghan tribes in decision-making for the country and reduce socio-political, religious and cultural constraints. ",,,,,,,,,,1,,,1,,
7146c0ac-3102-4cd0-a227-6d098ef1d457,"The Taliban only want to force their rule. In my opinion, if the Taliban wants to proceed in this way, it has not been able to do anything, but it is also endangering the national and international interests of the country. ",1,,,,,,,,,,,,,,
715e97ce-4afa-4049-8737-a692154686a3,Security ,,1,,1,,,,,,,,,,,
7161b12f-8a4d-4157-97f8-8870ab8e4546,Security ,,1,,1,,,,,,,,,,,
717b8c06-7278-475f-a6a6-6fdf23246035,"In my opinion, the only thing the Taliban do is to fight well. Government share. ",1,1,,1,,,,,,1,,,1,,
71a4954c-a744-4045-ab54-b6bc549a6d31,"The Taliban brought security, there is no corruption, it is not immoral, if they allow music, it will be good ",,1,,1,1,,,,,,,,,,
71fc9280-2159-4a2d-b0b3-d45e24bedfad,The Taliban have established good governance ,,1,,,,,,1,,,,,,,
7231fc84-265c-4871-996d-a5915bf0cdbe,None ,1,,,,,,,,,,,,,,
7234fdaf-bcc5-43f4-aefc-aac0157dea97,"Control of corruption, security ",,1,,1,1,,,,,,,,,,
724efb11-282e-480d-973a-b863d2975b16,Security ,,1,,1,,,,,,,,,,,
728355c2-7bb1-4527-8768-2ef24c2745f8,Taking security and spreading the religion of Islam ,,1,,1,,,1,,,,,,,,
72cdb6b0-7bfd-431f-b99f-7daa765d6ec8,Strengthening the economy and peace ,,1,,1,,1,,,,,,,,,
7385e609-ef97-4d3b-b8ba-cbb52a437486,According to the law of Ghara Mohammadi p ,,,,,,,,,,,,,,,1
73a2dd65-a8fa-4396-993a-ec87c341add3,"If the Tajiks are Pashtun Hazaras, etc., the tribes in the Taliban government are not ethnocentrists ",,,,,,,,,,,,,,,1
73c4ed85-5a66-43c8-8055-cd2a18fe32a8,For the advancement of religion ,,1,,,,,1,,,,,,,,
73d0f608-a5f7-4f08-9c1f-fa04b90b54d5,"Bringing an Islamic system is the desire of all Afghans. The Taliban can do that very well. His stance on the plight of the bereaved Afghans has softened, although the fugitives have been blamed. ",,1,,,,,1,,,,,,,,
73e1e616-c8c1-40e7-a85b-e97d6bad856d,became all right ,,1,1,,,,,,,,,,,,
