UUID,10c_OpenEnds,10c_A,10c_A0,10c_A1,10c_A2,10c_A3,10c_A4,10c_A5,10c_A6,10c_A7,10c_A8,10c_A9,10c_B,10c_C,10c_D,10c_E,10c_F,10c_G
7311f301-ddb6-41a1-8abf-3f2c8d0fb4e1,"The right to education, and the right to work because I am a journalist and I have the responsibility of my family, but now I am in a bad situation, both my family and I have a duty to study abroad and my aspirations and goals and I feel that I am not alive. , I'm not experiencing the worst conditions in 25 years and I am suffering a lot from my sister's account because she dropped out of school everywhere,",1,1,1,,,,,,,,1,,,,,,
7336282e-e843-4b06-8109-d6747a85648b,Women have every right to choose their own future ,1,,,,,,,,,,1,,,,,,1
733c72c1-c9f2-4e46-96b0-55d951aa2912,"Women of the country have the right to study, work, life and choice ",1,1,1,,,,,,,,1,,,,,,
73a2dd65-a8fa-4396-993a-ec87c341add3,Give them the right to read correctly and work in any job ,1,,1,,,,,,,,,,,,,,
73a6ae36-d63e-4725-9a5b-1f16b79edc9d,Blade have full access because women make up half of society ,1,,,,,,1,,,,,,,,,,
73d2c81c-20ec-4310-9259-c95dfa91b3a2,You have to educate women. Women have to work like men. Women are not a goddess. Women are also human beings ,1,1,1,,,,1,,,,,,,,,,
73f2fea0-efac-4f7c-bece-ec42fbf3ffed,"Because women are a cortex that can fully nurture the whole, if we work well and nurture our women well, they will nurture our generations well. ",,,,,,,,,,,,1,,,,,1
73ff7998-b527-44fb-9312-8e755a84b314,I do not know ,,,,,,,,,,,,,,,,,1
74319413-1423-4565-b5fa-d3e8bf530109,"Afghan women have always been and are heroes of history, human rights must be given very serious attention to Afghan women, especially girls. ",1,,,,,,,,,,1,1,,,,,1
744bf75b-73e4-408d-9d8e-f0510223a3b1,Women have the same right as men to study and serve their community ,1,1,1,,,,1,,,,1,,,,,,
74580193-d9f1-4ed9-ace1-c6fcb4f1a858,Education ,1,,1,,,,,,,,,,,,,,
74656974-8488-43b2-bcdc-f44a8fe22164,"It will have its victims, but it is possible. ",,,,,,,,,,,,,,,,,1
747dffe5-af97-49f1-a5df-847738dc1ee6,Very good ,,,,,,,,,,,,,,,,,1
749af1be-1d25-46d5-b5ae-47398f2a4376,"What is given to a woman from the religion of Islam in the light of Islamic rules, and a woman feels like a perfect human being, and in the eyes of others is a human being with Islamic and human dignity and rights, achieving human rights for our Muslim and religious women. Is. ",,,,,,,,,,,,,,,,1,
74b797ef-ab8c-440c-946c-f6f11ed33ba1,When the government pays attention to women's basic rights and accepts them as part of society ,1,,,,,,,,,,1,,,,,,1
74d366b9-fb97-4a29-baa1-4ab64291b18e,very good ,,,,,,,,,,,,,,,,,1
7504f665-3fdc-40e1-b735-d406ff97d28b,Free women can not live ,,,,,,,,,,,,,,,,,1
751fc0bb-9857-4ab4-b305-7e89632895a4,"If the government is in the hands of the Taliban and the international community is watching the Taliban use violence against women, women will be completely deprived of their rights after a while and will be isolated in history. ",,,,,,,,,,,,,,1,1,,
754aa71e-780b-4062-b249-ebf32fe603d7,Achieving women's human rights gives us hope to live in Afghanistan ,,,,,,,,,,,,1,,,,,1
754fdc60-1dfd-4f84-9cba-777994f0480f,The rights and limits of Islamic law must be observed within the framework of religious principles while preserving human dignity for women. ,,,,,,,,,,,,,,,,1,
756e7639-760f-4a8e-8415-4b5012d32543,"In my opinion, all the rights mentioned in the Holy Quran do not require the rights of human beings ",,,,,,,,,,,,,,,,1,
75900800-f81e-4258-92e0-8779548109db,Men and women should have equal rights in society and women should have rights ,1,,,,,,1,,,,,,,,,,
75f3cd15-31a2-40d1-9cf0-beb004671a26,Women are human beings and Allah has given them the right to live in this world. All the rights of life should be given to them. ,1,,,,,,,,,,1,,,,,1,1
7603d0b0-b45a-47e7-8be4-c3e446035824,Achieving human rights is one of my ideal aspirations because I am one of the victims of human rights violations for myself and my family. ,,,,,,,,,,,,,,,,,1
76091726-69c4-411e-b230-4f5e611d5180,"Access to women in the current situation in Afghanistan is considered necessary in some ways, but I think Afghan women can solve the problem if they follow the instructions of the religion. ",,,,,,,,,,,,,,,,1,1
76517397-c30b-43f3-9389-773201e0f44b,Women should be allowed to study and the right to work in government offices ,1,1,1,,1,,,,,,,,,,,,
76731c1d-cfa2-42fb-a1d8-deada9a6d3c3,Women should be allowed to go to university and work in order to be useful in society ,1,1,1,,,,,,,,,1,,,,,
76905ec2-ff31-435e-9ab7-7f797454ac18,By the rise of Islamic democracy ,,,,,,,,,,,,,,,,1,1
76b2de5d-55b1-4f16-b97d-46276dc10b65,Tasteless ,,,,,,,,,,,,,,,,,
76b833f4-45a6-4003-9e8f-3277cbff9a20,"We are in a vacuum of the structure of a legitimate national government, a vacuum of legitimate sovereignty and a vacuum of law. Without these three options, human rights, both women and men and children, cannot be achieved. With the pressures of the international community, the form of government needs to be removed from a single group. First, a national government must be formed within the framework of the envisaged law, and effective steps must be taken towards a legitimate nationalization government. Note: The hated and disillusioned figures of the leaders, commanders, usurpers, corrupt of previous eras cannot represent the all-encompassing national government. ",,,,,,,,,,,,,,1,1,,1
76c2cd4a-22e2-4690-8234-389bd10afb7d,"Women have an inalienable right to have a share in the state and in society, and their rights should not be violated. ",1,,,,1,,,,,,1,,,,,,1
76f55982-6597-4d0c-b1a5-b40154b1cd64,I do not understand about this ,,,,,,,,,,,,,,,,,1
7711be6c-6e17-4934-88bd-52f899cf06e3,A healthy society ,,,,,,,,,,,,1,,,,,
774dffbb-750b-4ab6-834e-17165a4f9a90,"The right to education, the right to work ",1,1,1,,,,,,,,,,,,,,
776d8ccc-7250-4540-b496-5ead1c6ab76f,"In the shadows, do not expect any progress in everything, especially women's rights ",,,,,,,,,,,,,,,,,1
77714afe-9342-43b3-bc38-c919a88cc069,Enough ,,,,,,,,,,,,,,,,,
77810e54-5e41-42e9-8073-0694f97d80df,They must continue their education and be given the right to use them ,1,,1,,,,,,,,1,,,,,,
7799ad69-c25c-42ad-89b2-4d0a6a463d55,the freedom ,,,,,,,,,,,,,,,,,1
779c2926-d407-477d-aa4f-f24b60031a4a,It will be very important and better ,,,,,,,,,,,,,,,,,1
77a01dce-de3d-425d-9085-582696124569,The advanced world will come to fruition ,,,,,,,,,,,,1,1,,,,
77a39457-6c30-4b89-8ada-98f28dfe7fd8,"They must respect equal rights between men and women. Islam is not imperfect and ruined. People are imperfect and ruined. In which of Mubarak's verses does it say that do not wear the beard of Patton, the innocent man who was killed, where does anyone say that a Muslim is a Muslim brother? We do not differentiate between Shiites, Sunnis, Enfi, Anbali, etc. people. Ten Afghanistan is close to the Taliban changing the law of nature and the law of God. I ask God for wisdom and understanding, and I am Allah Tawfiq ",1,,,,,,1,,,,,,,,,1,
77c9f37a-65e1-4681-97e3-1292ea85a8ef,Women are one half of the garment ,,,,,,,,,,,,,,,,,1
77dc69b3-87f6-4f9b-9cbb-1873a27c2786,Run the Taliban government with a bad car ,,,,,,,,,,,,,,1,,,
7809ed88-d4a6-4d87-a7dc-e5d67fc29f83,Quranic human rights ,,,,,,,,,,,,,,,,1,
782f9641-a61c-44c5-98e7-1cee4d7a20f3,"The right to education, the right to work, the type of clothing Bush's own will ",1,1,1,1,,,,,,,,,,,,,
78650a39-e5ec-49d5-af08-a1b85f0cf95b,"Despite the Taliban, women have no rights in society ",,,,,,,,,,,,,,1,,,
787eb4c6-7255-49e9-b5c8-dc33010192db,that's right ,,,,,,,,,,,,,,,,,1
78b4d8be-eb3e-4d6c-86a6-50870573a377,"Women are half of the body and the capable arm of any society, and access to human rights is the inalienable right of every individual in this society, and in today's society we have, while women are even out of the house, I can not think that they can achieve human rights. ",1,1,,,,,1,,,,1,,,1,,,1
78cf5b31-573c-446f-8ae4-4330b669782c,Going to school and work ,1,1,1,,,,,,,,,,,,,,
78dd50c1-c5d3-42c6-bda6-ef2dfd238e99,Women's rights must be upheld ,,,,,,,,,,,,,,,,,1
78fd3418-d57f-43c2-9c9d-25a94695ae1d,Very difficult ,,,,,,,,,,,,,,,,,1
7906c579-49b0-4d05-a713-edf9da3efb4d,"Afghan women are in a lot of controversy. If they raise their voices, they will be killed. They will not be able to defend their rights. ",,,,,,,,,,,,,,1,,,1
792bac2d-3649-454b-a251-c81da594ccb1,Women do not play an active role ,,,,,,,,,,,,,,,,,1
79403570-bd9a-4fad-ae62-596378fa8113,It will be better ,,,,,,,,,,,,,,,,,1
79970392-bf11-403b-99eb-a82e0b1681f3,Unity ,,,,,,,,,,,,,,,,,1
79d57506-93f5-4154-9c73-77c7e01adb25,There is no such thing as human rights in our country in this situation ,,,,,,,,,,,,,,1,,,1
79e922ba-a16b-4001-a8f8-25ed97e97493,It was very good and excellent ,,,,,,,,,,,,,,,,,1
79fa8513-2f36-42ae-bdd8-3831eafb6e0d,Women should be allowed to go to school ,1,,1,,,,,,,,,,,,,,
7a1e02f1-c5b1-4087-af21-0072325f1abb,Create secret institutions. ,,,,,,,,,,,,,,,,,1
7a406dc2-d882-4091-b83b-37f64e3ee4a4,Having a just and inclusive government free from discrimination and the presence of international forces can support the nation in accessing human rights. ,,,,,,,,,,,,,,,1,,1
7a4f451a-a32f-4b64-8601-e15459ea844f,woman's rights should not be violated under any circumstances. Afghan women make up half of society. And their demands should not be ignored. I call on the international community to put a lot of pressure on extremist groups like the Taliban. Girls should not miss school. ,1,,1,,,,,,,,,,,,,1,
7a4f4866-cd5a-4cbe-beef-37b94e8e060c,"Ensure human rights so that women can study, work and serve the community ",1,1,1,,,,,,,,1,1,1,,,,
7a5a9624-12eb-4326-9281-b58c9727c08e,It will be very good and with a bright future ,,,,,,,,,,,,1,1,,,,1
7a6f8a29-e2c0-4154-aadb-b25840d2f674,When all their rights such as the right to education and the right to work are secured. ,1,1,1,,,,,,,,,,,,,,
7a973ef0-2a18-4404-a951-e62ab988a4fe,very hard ,,,,,,,,,,,,,,,,,1
7aa9d7f8-689d-4907-996d-052403ba0ff4,"The right to education, the right to work ",1,1,1,,,,,,,,,,,,,,
7ab1f9c2-6f2f-4445-b874-7ea079cae0c4,Human rights are the 100th right of women given our traditional culture and religion but the Taliban use them as a pressure against the international community to recognize that the Taliban are not doing a good job.,,,,,,,,,,,,,,1,1,1,1
7ac99944-4567-44a5-96e3-01152b85500f,It would be great if human rights and women's rights in our country could replace the bad cultures of the past ,,,,,,,,,,,,,,,,,1
7aca1747-90f5-46ad-b246-78fee9e66166,Very good ,,,,,,,,,,,,,,,,,1
7adbed8c-8038-4c26-83f3-9806dd2c6ac2,Struggle and raise your voice ,,,,,,,,,,,,,,,,,1
7b16b89f-d952-4559-b2a3-e103ad098708,It will be useful for women and women will be free ,,,,,,,,,,,,,,,,,1
7b179ea2-ba4f-472f-b8f0-77fe04a9c3eb,It is currently closed ,,,,,,,,,,,,,,,,,1
7b260f57-642e-4abc-8e19-2237ca0b4429,We must unite and work together for women's rights to achieve women's rights at all costs. ,,,,,,,,,,,,,,,,,1
7b2840d7-e257-45b4-ab52-aa15d80f0193,The first step is for the Taliban to leave Afghanistan so that women can enjoy their rights ,,,,,,,,,,,,,,1,,,
7b3c7253-c017-41f8-8756-26dc0123fcb9,It should be given to women ,,,,,,,,,,,,,,,,,1
7b4208b6-6ac5-4f03-ae1f-967717453092,don't know ,,,,,,,,,,,,,,,,,1
7b86608d-60bf-4d5a-a2be-364a7fde8a85,Mar or does not have a wife. What rights does a man have that are slightly different from a woman? ,,,,,,,,,,,,,,,,,1
7b8f6cc6-5127-46e6-ae4e-ffbc643eee99,"Turn your government, asking what money you want ",,,,,,,,,,,,,,,,,
7b9921c1-e386-46b9-a8e0-018b1178808f,"Women have the right to education in society, because in Islam, knowledge is presumed for every Muslim man and woman ",1,,1,,,,1,,,,,,,,,1,
7b9a6fff-9420-4226-b5e7-76851a8a9ad0,"In other words, it seems to us that we are also a human being. They are also a human being. It is not possible for women to do everything. ",,,,,,,,,,,,,,,,,1
7ba34f86-01a5-4ee3-9b25-73d3b734f993,It looks good to me ,,,,,,,,,,,,,,,,,1
7bbab529-90c0-4ff0-8bd8-b096e676fd09,"Women's access to human rights is one of the cornerstones of modern society. In the new era, without the full presence of women in society, it can not be considered a healthy and humane society. ",,,,,,,,,,,,1,,,,,1
7c402351-ec98-42f4-9567-f08c633b9897,"NATO forces in Afghanistan did not use women. Women will work harder for their sexual desires. But with the advent of the Taliban, everything has changed. It is not right for the Taliban to close girls' schools. But women gazetted and gave women their place. ",1,,1,,,,,,,,,,,1,,,1
7c5b44e9-8557-4f07-848a-94b8e5d38641,I do not know ,,,,,,,,,,,,,,,,,1
7c746a3d-e726-4fbb-8eed-beced8d945f5,Women should be allowed to study ,1,,1,,,,,,,,,,,,,,
7cbd0785-f828-41da-991a-7526dd9fbea6,"For a better future for women, and for work and education for girls, there should be a representative for women. Choosing a representative should be right in every way. ",1,1,1,,1,,,,,,,,,,,,
7cd2d956-d429-425e-8422-a5889b6937f7,"A resumption of human rights for women is possible only if the Taliban is ousted from power, women in all social affairs should have equal rights with men. I am completely against the distinction between men and women. If the international community or internal militant groups rescues our people from the clutches of the murderous, savage and superstitious Taliban, we will cooperate with them ... ",1,,,,,,1,,,,,,,1,1,,
7d188a82-d92d-4db5-adf3-c02880d3a8eb,The most difficult task will be the existence and operation of the Taliban. ,,,,,,,,,,,,,,1,,,
7d58a75d-7423-48c6-b94e-81e3e8eff497,"In the Islamic context, their salaries must be paid ",1,1,,,,,,,,,,,,,,1,
7d7732aa-d954-4330-98d4-20a4274662c8,It's better to be ,,,,,,,,,,,,,,,,,1
7d860f8c-144b-4ecb-ac81-dbf794e86d67,It will be great ,,,,,,,,,,,,,,,,,1
7d8bf093-fc57-4bfb-8d60-1c2ede2683e9,I do not understand ,,,,,,,,,,,,,,,,,1
7daa4948-ad6c-460b-a084-9d539ae26db8,Respect the rights of citizens Respect for the individual social life of human beings Women leaving without Muharram to work in another city ,1,1,,,,,,1,,,1,,,,,,1
7de8bab6-705a-47d8-a40e-ae5ec82db518,"Afghan women, like all women in the world, must enjoy all their rights ",1,,,,,,,,,,1,,,,,,1
7e2d403c-2e9e-4513-a840-d4d528f430d2,Their rights are respected and improve over time ,,,,,,,,,,,,,,,,,1
7e3f029b-c054-4ffc-8110-e91d153db1e3,"I do not know, if you understand, let me know, thank you ",,,,,,,,,,,,,,,,,1
7e5ba8b0-a042-4917-a7ea-eaa0a92ddcb9,Going to school and university and Islamic hijab and observing rights and non-violence ,1,,1,1,,,,,,,1,,,,,1,
7e648a84-3238-4934-af53-6e4d29208a95,Women should be given the right to education. Women's education can change the world ,1,1,1,,,,,,,,,1,,,,,
7e64b729-c258-415e-8091-6fc1e4465b71,A woman should work like a man. What does a man have that a woman did not give? ,1,1,,,,,1,,,,,,,,,,
7e6e050c-3a61-4d9f-82d4-c72173c378c6,I have no specific opinion. ,,,,,,,,,,,,,,,,,1
7e9c685e-3777-40db-b588-b4c057fd7697,Very good! ,,,,,,,,,,,,,,,,,1
7ed8d241-a15e-48a9-8943-83ba636808d6,To be a government acceptable to the collective people of the world ,,,,,,,,,,,,,,,,,1
7f1673d3-727a-4031-899c-7bcdc24ffe6f,If women get their human rights then they can be a successful and successful wife for their family and community because today's children are the builders of tomorrow's future and the name of Islam will be spread all over the world. Everyone will love Islam and God willing. Religion will spread all over the world ,,,,,,,,,,,,1,1,,,1,
7f362466-86d5-46bc-9fd8-1ddaff092797,They have a fundamental role in the development of the country ,,,,,,,,,,,,1,1,,,,
7f4ce4f7-0950-40a1-9f5e-e0f35a829060,Observance of women's sharia rights ,,,,,,,,,,,,,,,,1,
7f87dfdb-8cd0-4b52-b0d2-f0532a0d5455,The current situation of Afghan women is changing. ,,,,,,,,,,,,,,1,,,1
80136590-40d0-47a0-ac48-00ae74ffec21,Women make up half of society and should have half the power. ,1,,,,1,,1,,,,,,,,,,
8019e9ea-0de2-474f-8874-eb26a8cb20af,The Taliban must be ousted even by force ,,,,,,,,,,,,,,1,,,
802f7194-0828-471c-a236-1198c388467b,It would be better if women were given rights within the framework of Islam ,,,,,,,,,,,,,,,,1,1
806a1570-0e93-4a74-b4b3-f06f95ec9937,Who gave and allowed ,,,,,,,,,,,,,,,,,
809bede6-6f31-4229-8f7a-158352804ad6,They must give rights to women ,,,,,,,,,,,,,,,,,1
809c4c36-f8d9-45ce-b907-232cc66b3eb7,"Permission to attend the community (work, study, travel) ",1,1,1,,,,,1,,,,,,,,,
80a7b94d-500f-4db7-b52c-741fb04ead49,"Achieving all the rights that a man has, the same rights should be given to women. ",1,,,,,,1,,,,,,,,,,
80aba046-dffc-4aa7-bb8d-265879355f01,"Right to work, right to education and so on ",1,1,1,,,,,,,,,,,,,,
80b5fed1-6313-4d13-a52e-b6e0dd8aa999,Ensuring human rights is one of the priorities of human life must be ensured ,1,,,,,,,,,,1,,,,,,1
80bbf9ef-24f2-4c7c-9607-4e6b35602710,It must be very good ,,,,,,,,,,,,,,,,,1
80cd2d2f-4927-4aa9-9f88-143fd585ed70,The Taliban regime used to be an extremist Islamic regime but now it is possible to control them easily by using the Shazoo Sakhi. ,,,,,,,,,,,,,,,,1,1
80f3f856-ff09-4342-bc91-0e68013a898a,Governed by the votes of the people on behalf of the people for the people. ,,,,,,,,,,,,,,,,,1
811e3548-463c-4d64-93c5-b0fa2d9ba4d4,Through the pressure of the international community on the current government ,,,,,,,,,,,,,,,1,,
820182dc-09eb-48b8-9a37-f384c134b11e,"Man and woman are both human beings and a person in every nation, so they should always and everywhere have equal rights within the framework of the law, but respect between husband and wife should not be undermined. ",1,,,,,,1,,,,,,,,,1,
8237b28d-ce83-47d6-85b7-ef71999ef35d,The Taliban are donkeys ,,,,,,,,,,,,,,1,,,
8245ff03-770f-4504-9e13-1b1315b13b1f,Implement the Constitution of Afghanistan ,,,,,,,,,,,,,,,,,1
82c8d476-1a70-439e-9140-3c860e0e54f4,It will be useful ,,,,,,,,,,,,,,,,,1
82d984e5-0c55-40fb-b005-8571c4d9fcfa,"This is a very good thing and women are our half society. Rights should be given in political, cultural and social fields. ",1,1,,,1,,,,,,1,,,,,,
8300d56e-54cc-4e0e-8d8e-8fc3cd8a5efe,It should be 50 by 50,,,,,,,,,,,,,,,,,1
83302d35-50aa-4da3-be60-ea9ab9222511,Must protect human rights ,,,,,,,,,,,,,,,,,1
83369314-3738-40ac-8cc1-6391569658ea,"Achieving women's human rights is one of the basic duties of a government, but in the current situation in Afghanistan, I think it will be possible, because if you raise your voice, you will not be there in two days ....... ",,,,,,,,,,,,,,1,,,1
834c6dc7-1b35-45c5-8a0f-8dcbdf7d7163,Obey the rule of international law and follow the laws of the Republic ,,,,,,,,,,,,,,,1,,1
839211e6-258b-4267-90ad-3ca2b27a4c85,Human rights in Afghanistan are the rights of the people in Afghanistan. Human rights must not be eliminated ,,,,,,,,,,,,,,,,,1
843de2f4-fc14-4a03-82f3-d051685822b5,1. Human rights should be provided. 2 Cultures of different ethnic groups should be observed.,1,,,,,,,,,,1,,,,,,1
8446debc-7ccc-449a-b94a-ec832ffb594e,The right to life ,1,,,,,,,,,,1,,,,,,1
84731734-ac04-4c1a-8283-b11c12f54f30,"It seems to us that if there are Islamic rights, then the whole infidel world is a part of Islam which gives rights to women ",,,,,,,,,,,,,,,,1,
849fcd9b-15ae-470f-9a7a-067d23abab1f,I am not sure ,,,,,,,,,,,,,,,,,1
84b31e5f-4e87-455c-aeb4-c29c38046002,"Undoubtedly, women make up half of society and have the same right as men to study and continue their education or to work in offices and institutions. A clear principle that upholds all women's rights, and secondly, in the current position of the international community, it must put pressure on the Taliban so that they do not prevent women from studying and working. ",1,1,1,,,,1,,,,,,,,1,,
84c5bb51-a886-487c-9398-64680d333bd5,As a result of the pressures of the international community it is possible ,,,,,,,,,,,,,,,1,,
84cb6db6-832d-45d2-9779-3483cd925df1,"Freedom of expression, right to work, right to education, right to travel, etc. ",1,1,1,,,,,1,,,1,,,,,,
84df77c5-d79d-464b-b81f-79e1d0c3be32,"The Taliban destroy women's rights and think of women as an animal, and forbid girls to go to school and university. ",,,,,,,,,,,,,,1,,,1
84f7628d-0a1c-45a1-bfbb-2c6185a6b410,"As long as this group is in the country, women's rights will be violated ",,,,,,,,,,,,,,1,,,
85319dc7-e7d6-4d6b-8572-7b1bff10e50d,So hard ,,,,,,,,,,,,,,,,,1
85568ffb-7f36-46b4-a7bf-ae00ffd834ba,"We must all achieve our rights, we must all be free, we must have freedom of expression, we must have cultural and social freedom ",1,,,,,,1,,,,1,,,,,,
85b86de1-ad22-46e6-ae66-fa2719a59270,It seems that the law of adultery was better because women have many abilities ,,,,,,,,,,,,,,,,,1
85be7104-8978-4203-aebf-5752d3d6f553,It would be better if the Taliban respected human rights ,,,,,,,,,,,,,,,,,1
85d87af8-a5f1-4b67-a680-b2c128b92aeb,Looks good ,,,,,,,,,,,,,,,,,1
85e299a9-bd7d-4af1-89bd-7f1367394b8e,"If there is a Taliban, human rights will not be respected not only for women but also for men ",,,,,,,,,,,,,,1,,,1
85ffecfd-022e-4039-a2a6-6166a443f998,Women's rights ,,,,,,,,,,,,,,,,,1
861c53dc-5162-4ba7-8e29-ac91496a397a,"In my opinion, human rights are the word of the world that everyone should abide by. How many women who also receive money from the embassy are protesting against the government? Ask the situation of women who live far from the city. ",1,,,,,,,,,,1,,,,,,1
862b4233-5f10-4732-9ec0-8ce23fee6775,Necessary ,,,,,,,,,,,,,,,,,1
8671f4e7-34a6-4592-bee7-3200a8caf573,Our society is Islamic and religious. Our society is cultural. Many wars have taken place in Afghanistan. ,,,,,,,,,,,,,,,,1,1
868b69d3-465b-46ec-a876-ecb167b1c503,"Within the framework of Islam, women should be given rights ",,,,,,,,,,,,,,,,1,
86b53988-271b-468f-bb9b-4e85e75f7bd8,"A woman is the only one in a society. If women did not play a role in human rights today, we would not have a better society ",,,,,,,,,,,,1,,,,,
86d04dcc-ffcc-4261-9285-a6627f1cc053,Our country has a positive role to play in the future and our society will become a social society ,,,,,,,,,,,,1,,,,,1
86ee7049-7597-4ba3-b3d7-665696cb1742,Achieving human rights for women will be better in religious and cultural contexts and with respect for individual decency. ,,,,,,,,,,,,,,,,1,1
8792d81d-bc42-472d-b38e-5b11bf3524b5,Women should be allowed to go to schools and universities ,1,,1,,,,,,,,,,,,,,
87c09996-8c30-4f39-ab29-b825f7ac8a57,want the rights of my fellow citizens and my young sisters to be taken into account ,,,,,,,,,,,,,,,,,1
87f55726-25b9-4867-86d5-003fd838cbd4,We are very helpless ,,,,,,,,,,,,,,,,,1
885df78a-6fff-411a-bcdf-f380dc45e53b,Understanding one another is the duty of every individual in today's society ,,,,,,,,,,,,,,,,,1
88925d53-7495-4721-8f99-924796518d5c,"The Taliban must respect the human values of women, because women have a valuable role to play in the development of a country. ",,,,,,,,,,,,1,1,,,,1
8895e42f-9d4d-48d9-918c-ce402e8e4552,"In Afghanistan, my dear, women make up the half-assed society that women in Afghanistan's access to human rights at the United Nations will be very useful and effective in allowing education, training and employment. ",1,1,1,,,,1,,,,1,1,,,1,,
88a48ef6-3b47-45b5-ace0-0b0aa35616cf,"In Afghanistan, women have as much as one percent access to human rights ",1,,,,,,,,,,1,,,,,,1
88d4d048-e7e2-4387-90cf-8512cac7251d,"Women are one of the public groups of society and like other people, they have to work and study like her ",1,1,1,,,,1,,,,,,,,,,
8911806f-a7d3-47d3-93d0-bbd655463394,Women's rights in the case of Islam is not an attempt ??? ,,,,,,,,,,,,,,,,1,
8948734b-3890-4047-8600-4a7d6d46a545,The share of women in all fields ,,,,,,,,,,,,,,,,,1
8977a29e-0668-4a50-a2a4-5c77b0cded8b,I do not know ,,,,,,,,,,,,,,,,,1
8984d0fd-21e4-40aa-b751-ba25825a4e55,Economic growth ,,,,,,,,,,,,,1,,,,
899a7e9b-9b13-47a1-96d5-807a2b9d044f,I do not know ,,,,,,,,,,,,,,,,,1
899cefc2-f5d0-4d6a-ab10-cae3318f40cc,It would be great if the Taliban allowed it ,,,,,,,,,,,,,,,,,1
89ac1d63-e21d-49ae-b327-e1dd2178d144,"First, the establishment of an inclusive government and the departure of the Taliban from our country to elect a good president ",1,,,,1,,,,,,,,,1,1,,1
89ada431-ec23-4978-9ced-29465dfb5f11,"In Islam, women have the right to work and study to build their future ",1,1,1,,,,,,,,,,,,,1,
89c73402-dc4c-4d83-b0f8-ef68c55cbfdd,"In my opinion, women play a key role in 50% of the government and so on",1,1,,,1,,1,,,,,1,,,,,
89ddb6fb-2070-469f-8de4-e3540dc5436e,Granting all rights according to the holy sharia of Islam and not according to tribal culture. ,,,,,,,,,,,,,,,,1,
89e4c1b0-592e-4969-b2f4-9cc5c2adc1ff,I do not understand ,,,,,,,,,,,,,,,,,1
8a479d24-a353-487e-8807-05287b603333,Women are a part of society. Women should be empowered in the cabinet and girls' schools should be reopened. ,1,,1,,1,,,,,,1,,,,,,
8a5f9467-8405-48bd-88c0-26d91a9cdccb,Study work ,1,1,1,,,,,,,,,,,,,,
8a710a49-f510-4bbc-929e-24c34aaeeb16,In the framework of democracy according to Islamic rules ,,,,,,,,,,,,,,,,1,1
8aa70d69-52d4-4a19-8cdd-e86126db97c1,Afghan women and girls have the right to education and to be more inclusive of Afghanistan and to have a share and the right to work and study ,1,1,1,,1,,,,,,1,,,,,,
8ad95c25-e4e8-4675-be74-55e30b9000d2,It has a positive effect because women make up half of our society ,,,,,,,,,,,,1,,,,,1
8adadf43-22b5-4a99-a0c0-3cbfca4f2636,Lesson. the freedom. Address economic problems ,1,,1,,,,,,,,1,,1,,,,
8b12daee-7055-4e5f-8497-be6938647951,Very good ,,,,,,,,,,,,,,,,,1
8b1887d0-c385-4736-9a7d-3aac8312dd8f,"Human rights are just a name and a symbol. In practice, none of them plays a more prominent role in Afghanistan and other countries. I think the United Nations and other organizations are ruled by one or more powers, including the United States, which, by fleeing Afghanistan and handing over a large nation to the Taliban, has shown that not only does it not represent peace, it is a warlord and has no good will. There is no peace in the world. Unfortunately, the failed US foreign policy has endangered the lives of millions of people around the world, including the recent tensions between Russia and Ukraine, in which millions of innocent people became homeless due to tensions between Russia and NATO. When will the answer to all these crimes of the United States and its allies be found? Today, the people of the world no longer believe in the nonsensical policies of the West. ",,,,,,,,,,,,,,,,,1
8b1a5cb4-b6c7-4582-9b89-d9f7e4867ee5,A part of social justice will be provided and the society will achieve prosperity and happiness. ,1,,,,,,,,,,1,1,1,,,,
8b4e8660-57d5-4df9-8eb5-fe1f43cc7c9a,Not true ,,,,,,,,,,,,,,,,,
8bb9a49f-8066-471c-8380-d0a886f3f9ae,"The rights that our religion and Islam have given us are the rights that should be given. God willing. That's the decent thing to do, and it should end there ",,,,,,,,,,,,,,,,1,
8bc45741-87cc-4669-ae53-a2591218ba64,May God reduce these filth from our country as soon as possible ,,,,,,,,,,,,,,,,,1
8c0e3a18-38aa-430b-888f-79acf67b5bd8,With the fall of the Emirates ,,,,,,,,,,,,,,1,,,1
8c116f39-667b-4b7e-9497-b8640adb2c19,Human rights have no meaning as long as they are wanted ,,,,,,,,,,,,,,,,,1
8c69f77d-c9bb-4690-962a-2781cf0c1908,Civil rights must be respected ,1,,,,,,,,,,1,,,,,,1
8c9de46c-a8ac-44b2-beea-7ac602590484,I did not understand your question ,,,,,,,,,,,,,,,,,1
8ca06944-2e93-41b8-8bef-033d06870752,It would be very good for me to see that a woman is a society and a society without a woman. A society without women is a woman. ,,,,,,,,,,,,,,,,,1
8ca52ef1-337b-47de-9120-696995e833c6,Women should be allowed to work and study and work is a sign of progress of a country ,1,1,1,,,,,,,,,1,1,,,,
8cbd792c-bbc3-41df-aade-a4fa875237fd,Freedom to Sharia education ,1,,1,,,,,,,,,,,,,1,
8cd4e2b9-fc0a-447e-944e-f8395d0a9d71,"For now, women have no access to their rights ",,,,,,,,,,,,,,1,,,1
8cdc8b6d-fa68-4f43-9eec-2f76f5a895a2,Very good ,,,,,,,,,,,,,,,,,1
