UUID,context,answer_order,Eldest_Counterbalance,Q-Order_NatPrior_vs._WhichWomRights,W3_Reserve_Treat,weight,age,age_group,gender,q00a_select_language,q01_eldest_child,q02_your_situation,q03_food_security,q04_afghan_reserves,q05_unfreeze_reserves,q05V2_frozen_reserves,q06_support_gov,q07b_taliban_gov_view,q07c_closer_view,q08_safety,q09_human_rights_women,q11_top_three_rights_right_to_education,q11_top_three_rights_right_to_choose_husband,q11_top_three_rights_right_to_divorce_or_0t_marry,q11_top_three_rights_free_in_public_0_harassment,q11_top_three_rights_freedom_to_choose_how_to_dress,q11_top_three_rights_right_to_work_and_earn_money,q11_top_three_rights_right_to_travel_without_escort,q11_top_three_rights_right_to_participate_in_gov,q11_top_three_rights_freedom_to_use_the_internet,q11_top_three_rights_access_healthcare_and_services,q11_top_three_rights_right_0t_be_beaten_by_family,q11_top_three_rights_something_else,q11_top_three_rights_0ne_of_these_are_important,q11V2_top_three_rights_right_to_education,q11V2_top_three_rights_right_to_choose_husband,q11V2_top_three_rights_right_to_divorce_or_0t_marry,q11V2_top_three_rights_free_in_public_0_harassment,q11V2_top_three_rights_freedom_to_choose_how_to_dress,q11V2_top_three_rights_right_to_work_and_earn_money,q11V2_top_three_rights_right_to_travel_without_escort,q11V2_top_three_rights_right_to_participate_in_gov,q11V2_top_three_rights_freedom_to_use_the_internet,q11V2_top_three_rights_access_healthcare_and_services,q11V2_top_three_rights_right_0t_be_beaten_by_family,q11V2_top_three_rights_right_to_seek_asylum,q11V2_top_three_rights_something_else,q11V2_top_three_rights_0ne_of_these_are_important_to_me,q11a_which_rights_open_end_translated,q12_14_agree_avoid_armed_conflict,q12_14_agree_human_rights_violation,q12_14_agree_basic_needs,q15_intl_support_gov,q16_intl_support_taliban,q17_your_views_support_a_peace_process,q17_your_views_use_military_force,q17_your_views_provide_military_support,q17_your_views_help_the_taliban_fight_isisk,q17_your_views_un_peacekeepers_maintain_peace,q17_your_views_afghan_need_international_help,q18_live,q19_financial_situation,q20_education,q21_province,q22_religion_importance,q23_marital_status,urban_rural
9da4befc-0770-42f1-a230-170742a3f512,2,2,2,,,1.697539394,98,65_and_over,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9da91f98-d005-4b5c-afe1-b52e3e9a3821,3,2,2,,,0.45752813,20,18_24,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9dabd832-681a-476c-ae20-bad0e71b51ad,2,1,1,2,,0.45752813,19,18_24,1,1,3,5,3,1,2,,2,1,,3,5,1,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,4,5,5,,,,,,,,,,,,,,,
9dac6165-4774-4ae2-ae03-812311ff9c98,4,1,1,,,1.697539394,98,65_and_over,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9db36238-8f23-4e04-ba28-951471773528,3,1,1,,,0.740032143,25,25_34,1,1,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9db71636-576e-4254-8b5d-40321e27a819,4,2,1,,,0.740032143,30,25_34,1,2,3,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9db7f2c9-77cb-47ad-b078-494633a8cc0a,3,2,2,,,2.170310229,43,35_44,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9db9db6f-5ff7-49c5-b232-5888481f9e5f,3,2,1,,,0.740032143,28,25_34,1,2,2,5,2,1,3,,3,3,,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9dbbf6e7-2bd9-41ad-8454-95cb26c5d355,4,1,1,1,1,0.969846153,23,18_24,2,2,3,3,1,1,3,,1,5,,2,4,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,3,1,5,2,1,0,0,1,0,0,0,,,,,,,
9dbc43e4-4e2d-4fd9-a7fe-20b5f00b5dc1,2,2,1,2,,1.023851028,43,35_44,1,2,1,2,1,1,3,,5,,,2,5,1,1,1,1,1,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,5,5,5,2,2,0,0,0,1,0,0,1,1,1,33,1,2,1
9dc0d07a-0153-47c3-8b1e-da392f444b04,2,1,2,,,0.740032143,27,25_34,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9dc1fd12-7be0-48a7-b5fb-6ac136b4e6e8,2,2,2,,,0.740032143,32,25_34,1,1,,3,5,1,4,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9dc20276-96f4-4333-9a44-cec4f2b1df43,2,2,1,,,3.655297324,54,45_54,2,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9dc3d209-8c02-4a7f-96e2-9d2c0ed94468,3,1,2,1,,0.740032143,28,25_34,1,1,1,5,2,2,3,,1,3,,3,5,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,0,1,1,0,0,0,,4,3,5,1,3,0,0,0,0,0,0,1,4,6,13,4,2,1
9dc74da0-f035-4e8c-b5b2-73cadab51a85,4,1,2,,,0.45752813,22,18_24,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9dc79b17-c9c1-4e1a-89c3-374c209f9610,2,1,2,,,0.45752813,21,18_24,1,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9dc7f95e-1b99-47b7-962c-1bb9ea9bb6c9,2,2,1,,,0.800819823,98,65_and_over,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9dc9d68d-e323-4e5e-b09c-43c4b6436d14,2,1,2,,,1.023851028,36,35_44,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9dcc9018-435a-4d29-b287-7d8eecabc99d,4,1,1,,,1.023851028,35,35_44,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9dcd79eb-112f-48b0-9c1f-75dbffdff51f,4,2,1,,2,1.56868459,25,25_34,2,2,1,1,1,2,,1,1,4,2,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9dce0491-0516-4415-9ce3-6760fc6e2d97,3,1,1,,,0.740032143,30,25_34,1,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9dcf5fd2-ae9f-46ed-8360-41fd43daa4ab,2,1,1,,,1.56868459,30,25_34,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9dd4d467-574f-406b-a437-41e2d8e82e14,4,1,2,,,0.740032143,34,25_34,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9dd5a3f5-b5d2-475b-830d-5b67d51ffb9e,2,1,1,,,1.023851028,35,35_44,1,1,1,1,2,1,2,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9dd6e1e1-2341-4ce2-8235-6de3d317ad50,4,1,1,,,1.023851028,43,35_44,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9dd8e8d9-63c9-46d9-890f-d8b8b4783f0e,3,1,1,,,0.740032143,33,25_34,1,2,3,2,2,1,2,,1,3,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9ddb2e45-f7d6-4743-8d34-4e60befbed51,4,2,2,2,1,1.56868459,32,25_34,2,2,1,1,1,2,2,,1,4,2,3,5,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,,4,4,3,1,1,1,0,0,0,0,0,1,2,6,22,4,2,1
9ddd0eb7-7bb0-42ef-af83-bd0be496a3c7,3,2,2,1,,0.969846153,22,18_24,2,2,,1,1,1,3,,1,1,,1,3,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,3,3,,,,,,,,,,,,,,,,
9de26768-b85d-4de3-b19e-d29aec9cc51d,3,1,1,,,0.969846153,22,18_24,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9de48d2a-ab00-45d9-85f8-7ffc068e5e66,4,1,2,,,0.740032143,25,25_34,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9de5cb69-4208-43fe-a0fe-84f541bdae98,4,2,2,,,0.969846153,21,18_24,2,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9de65935-ead0-4724-87c6-3b5ee578ee78,2,1,2,,,0.740032143,34,25_34,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9de6da4f-0453-4354-90b0-185ab5b6731a,4,2,2,,,0.740032143,27,25_34,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9de72f01-f771-4392-ba16-07fd82ee1ac7,3,2,2,1,,1.023851028,44,35_44,1,2,,5,4,2,3,,5,,,3,2,,,,,,,,,,,,,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
9de9e0c8-3539-4035-88f6-c2efdf9d9f48,3,2,2,1,,0.45752813,24,18_24,1,1,,3,3,1,2,,5,,,3,3,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
9def04d0-26de-436b-bd4b-1ca556cdb5a0,2,1,1,,,0.45752813,19,18_24,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9def6792-46fc-476d-9bf7-bae2f450bdad,4,1,2,1,1,0.740032143,27,25_34,1,2,3,1,1,2,4,,1,4,1,2,5,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,0,,5,5,5,1,1,0,0,0,0,0,1,1,3,6,22,1,1,1
9df754a5-c3b2-431f-a843-59f72ef1b33b,4,2,2,,,1.56868459,25,25_34,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9e020431-f0b8-4f27-84a3-795f22437d09,2,1,2,,,2.170310229,42,35_44,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9e0405eb-d3d5-4866-a234-5f523f2f752a,4,2,1,2,1,1.023851028,41,35_44,1,2,2,3,1,2,2,,3,3,,3,4,,,,,,,,,,,,,,1,1,1,0,0,1,0,1,0,1,1,0,0,0,,5,5,5,3,3,0,0,0,0,0,0,1,2,6,22,4,2,1
9e05e8a6-981d-4852-8bc4-0ec0766ea72e,2,2,2,2,,0.740032143,28,25_34,1,2,3,3,3,2,4,,5,,,4,5,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,5,5,5,1,1,0,0,0,1,1,0,1,4,6,22,4,1,1
9e065ef1-f429-4297-b28a-93c5ab13904c,3,2,1,,,0.969846153,24,18_24,2,2,3,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9e09167f-8a8d-4fd6-851b-3e5f76576bc5,2,1,2,2,,0.45752813,21,18_24,1,2,3,1,1,2,3,,1,4,1,3,5,1,1,0,1,1,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,3,3,3,3,1,0,1,1,0,0,0,1,5,6,6,3,1,1
9e0dfe1c-0fda-4ed6-b679-190a75cfd912,3,1,,,,1.56868459,25,25_34,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9e0eee52-666f-402c-9b26-80e03d23ae3e,2,1,1,,,0.45752813,24,18_24,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9e0fa39d-082a-4bf1-9f13-a0081e576916,4,2,1,,,0.740032143,28,25_34,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9e10fd5c-b2cf-4b63-9e6f-160a9be5cecb,3,1,2,,,0.45752813,21,18_24,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9e15f42c-993b-4ce6-9abb-00b9a8d1d191,3,1,2,,,0.969846153,23,18_24,2,2,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9e1a4513-d027-4f57-807e-58533c9661c7,4,2,2,,,2.170310229,37,35_44,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9e1c4318-eb37-4114-8646-c328ffbdcfce,4,2,2,2,2,0.45752813,24,18_24,1,2,,2,1,2,,1,1,4,2,1,3,,,,,,,,,,,,,,1,0,0,0,1,1,0,1,0,1,0,0,0,0,,5,4,4,1,,,,,,,,,,,,,,
9e25a9ef-9c94-41e8-ae95-1a53dcfacb7e,3,2,2,2,,0.740032143,31,25_34,1,2,2,1,1,2,3,,1,3,,1,5,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,4,4,4,1,1,1,0,1,0,0,0,1,5,6,33,2,2,1
9e2a7c73-8416-4a3c-85ad-0521e1244920,2,2,2,,,1.56868459,25,25_34,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9e2caabe-376b-4601-b63d-eeb91a71e0c9,3,2,2,,,1.56868459,28,25_34,2,2,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9e2e5d20-d318-421a-ab39-8ca71bb17b3c,4,1,2,,1,1.023851028,35,35_44,1,2,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9e32d92d-fe88-4913-9e56-fcfd27e1c96f,3,1,1,,,0.969846153,18,18_24,2,1,3,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9e330eed-c704-4792-9811-c5d5851a5e15,4,2,1,,,0.800819823,98,65_and_over,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9e33bc4b-0eb7-4ea1-8ea1-4e2c0c73820f,3,1,2,,,0.969846153,19,18_24,2,1,,5,1,2,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9e34054b-b0f2-4f0b-a002-ce55ee2e0195,3,1,1,,,0.45752813,24,18_24,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9e35fbb4-7ae2-4307-8e2f-11700595d480,3,2,1,,,0.740032143,33,25_34,1,1,2,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9e3b2e08-4cb6-4900-a085-0d772b61f6eb,4,1,1,,,0.45752813,19,18_24,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9e3d9fd4-02a4-4feb-9d4d-6ae4f347cc2b,2,1,1,,,0.45752813,18,18_24,1,1,3,3,2,2,2,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9e3e61b7-ae1f-448e-8d0d-22ac8be26c3c,4,2,1,,,1.56868459,29,25_34,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9e3f21a5-b7fb-4b0a-8011-a411047513be,3,2,1,,,1.56868459,30,25_34,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9e3f3104-b099-49fe-b6a5-e21af51c8de0,3,1,1,,,0.45752813,21,18_24,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9e420e5e-840c-4f5d-9193-323a90c400dd,4,1,1,2,1,0.45752813,22,18_24,1,1,3,5,2,1,2,,1,5,,3,4,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0,1,0,0,,5,4,3,2,3,1,0,0,0,0,1,,,,,,,
9e4ab441-517b-489f-8101-45e5c289932c,4,2,1,,1,0.45752813,18,18_24,1,2,3,3,1,1,3,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9e4c0b38-820c-4394-a7c2-8e76bf410dd5,3,2,1,,,1.56868459,27,25_34,2,2,3,5,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9e4f2338-7166-400d-9f3e-b466413c13e5,2,1,2,,,0.969846153,18,18_24,2,2,,5,1,2,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9e50d495-5af8-4eeb-8bf4-88a948bb2d9f,4,1,1,,2,1.724398601,45,45_54,1,1,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9e550c5a-9456-4dd8-bd9f-f97cf00a3e0b,3,2,1,,,0.740032143,25,25_34,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9e56a765-805e-4551-b493-cd7f62b5bb8b,3,1,2,1,,0.45752813,23,18_24,1,2,1,5,1,2,3,,1,3,,3,5,,,,,,,,,,,,,,1,0,0,0,1,0,1,0,0,0,0,0,0,0,,5,5,5,2,1,0,0,0,0,0,1,1,2,1,29,4,2,1
9e58b57b-72d8-466b-95fc-3e11da6630ff,4,2,1,2,2,0.740032143,26,25_34,1,2,2,3,2,2,,1,2,1,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,,,,,,,,,,,,,,,,
9e59f69e-b133-44c3-92a6-db13dc26b34d,3,2,2,,,2.170310229,44,35_44,2,1,,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9e5a7aa7-2358-431c-8991-4ec89b91254a,2,2,2,1,,0.740032143,27,25_34,1,1,3,3,1,1,3,,4,,,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,2,4,2,2,3,0,0,0,0,0,0,4,1,6,30,1,1,0
9e5b6dfb-8806-41d7-bcd6-ff093403478e,2,2,1,2,,0.740032143,25,25_34,1,2,3,1,1,2,2,,1,4,2,1,5,1,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,3,1,5,1,1,0,0,0,0,0,0,1,4,6,22,3,1,1
9e5f3096-b709-44c7-9e50-5836909cced0,4,2,1,,2,2.170310229,43,35_44,2,2,3,3,1,2,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9e6c5aeb-f923-4d7f-9142-87777c0700b1,2,2,1,,,0.740032143,34,25_34,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9e6d05eb-b241-4533-803d-a070c25c9760,2,1,1,,,0.969846153,20,18_24,2,2,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9e6e7fd6-bb08-4134-9039-1019487e6db8,3,1,1,,,1.724398601,54,45_54,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9e75adbb-6d79-4ace-a6df-bf08e98d6b61,4,2,1,,,1.663463131,64,55_64,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9e7ad80d-200d-45c3-86c2-ac2878d96ce3,3,2,2,,,1.724398601,49,45_54,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9e7cc0c4-1abe-4e59-97c6-67929bacab54,2,1,1,2,,0.740032143,34,25_34,1,2,2,5,1,2,3,,3,3,,3,5,1,0,0,0,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,1,2,4,2,1,0,0,0,0,1,0,1,3,1,24,4,2,1
9e7da3a6-e08d-461b-9ae9-6ddd37ca6395,3,2,2,1,,0.800819823,98,65_and_over,1,2,,5,4,1,2,,5,,,1,4,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
9e7f5dba-8049-4554-9e3c-9f373707355c,3,1,1,,,0.740032143,25,25_34,1,1,3,5,5,1,4,,1,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9e87d962-4751-4330-a814-07d1f9bb6acd,4,2,1,,,0.969846153,24,18_24,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9e880ad1-4c93-4b48-bd3c-b0ad4524cb84,4,2,1,2,1,0.969846153,18,18_24,2,1,3,5,5,2,1,2,2,4,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,
9e89b950-d958-4e75-a7c6-521815108bf6,2,1,2,2,,1.56868459,34,25_34,2,1,,1,1,2,3,,3,1,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9e8b6228-be0e-4983-b336-34e7fad7cec2,3,2,1,2,,0.969846153,23,18_24,2,2,3,1,1,2,3,,1,5,,4,5,,,,,,,,,,,,,,1,0,0,0,0,1,0,1,0,0,1,0,0,0,,2,2,4,1,1,0,0,0,0,0,0,1,3,6,6,3,1,1
9e8efd77-657b-44bd-8e3e-99e305e4ef84,3,2,2,,,0.45752813,19,18_24,1,2,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9e903708-9457-4785-9df2-74c50a5b32a6,4,1,1,,,1.023851028,36,35_44,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9e90ef71-08aa-4a62-9468-8f94077c84ea,3,2,1,1,,0.45752813,19,18_24,1,2,2,5,5,2,3,,5,,,2,5,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
9e92266b-2053-4b6d-95e1-b9d8b50f4a77,4,1,2,,,1.56868459,28,25_34,2,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9e962321-6dc1-4a73-9d9f-28968cd7e073,4,2,1,,,0.45752813,20,18_24,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9e973605-f9ea-4a1e-a6e4-5bb920f23745,3,2,2,,,2.170310229,36,35_44,2,2,,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9e975b81-7de3-4c42-8fc2-a10215b37d34,4,1,1,,2,0.740032143,26,25_34,1,1,2,1,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9e98a89c-61bd-43b4-994d-dc3ffd2b2866,4,1,1,,,0.45752813,23,18_24,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9e9b2f38-4347-4fbf-b368-8fcdf4d2d36c,3,2,1,,,0.45752813,19,18_24,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9e9dacb4-9079-4114-a3d8-75735b8681ff,2,1,1,,,1.56868459,33,25_34,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9e9ddc28-3668-4439-82b7-1b79ea9fc551,4,1,2,,1,0.45752813,19,18_24,1,2,,1,1,2,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9e9ee90d-b11d-448a-a4ba-e2e084acb3b2,3,2,1,,,1.56868459,26,25_34,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9e9f94a8-b2a0-4e51-a504-2dc86a3d222f,3,1,1,,,0.740032143,30,25_34,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9e9fb5f7-0958-4d95-9f91-23a551c96789,3,2,2,,,0.45752813,19,18_24,1,2,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9ea4dc5f-33b0-4faa-bcfd-bd7aa271f116,4,2,2,,,0.45752813,22,18_24,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9ea86210-e0ea-41cf-a72d-60acd7be0eca,3,1,1,,,1.023851028,35,35_44,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9ea89946-e012-40ae-8ab3-d806e39fb1e3,4,1,2,,,0.45752813,18,18_24,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9eaa57ce-8090-41b0-9b2c-df01d88c183f,4,2,2,,,3.655297324,45,45_54,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9eaa6b8b-2f4b-4682-a5b0-582016402e9a,4,2,2,1,2,0.740032143,28,25_34,1,2,2,4,4,1,,3,5,,,2,4,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,1,1,0,0,0,,5,5,4,2,2,0,0,0,1,0,1,1,3,3,6,4,2,1
9eaa8db7-f68d-4b7b-8475-fc5df12bfe43,3,2,2,2,,0.45752813,23,18_24,1,2,3,1,1,1,3,,1,3,,3,5,,,,,,,,,,,,,,1,1,1,0,0,1,1,1,1,1,1,0,0,0,,5,4,5,3,3,0,0,0,0,1,0,4,4,6,22,1,1,0
